#https://data.marine.copernicus.eu/viewer/expert?view=dataset&dataset=SEALEVEL_EUR_PHY_L4_MY_008_068
#Surface geostrophic northward sea water velocity vgos
#    title: DT merged all satellites European Seas Gridded SSALTO/DUACS Sea Surface Height L4 product and derived variables
#    institution: CLS, CNES
#    source: Altimetry measurements
#    history: 2024-10-24 07:06:58Z: Creation
#    contact: servicedesk.cmems@mercator-ocean.eu
#    references: http://marine.copernicus.eu
#    comment: Sea Surface Height measured by Altimetry and derived variables
#    subset:source: ARCO data downloaded from the Marine Data Store using the MyOcean Data Portal
#    subset:productId: SEALEVEL_EUR_PHY_L4_MY_008_068
#    subset:datasetId: cmems_obs-sl_eur_phy-ssh_my_allsat-l4-duacs-0.0625deg_P1D_202411
#    subset:date: 2025-06-10T12:16:10.165Z
#latitudes averaged over 43.34375, 43.40625.
#longitudes averaged over 7.84375, 7.90625.
# coriolis_parameter = 2*(7.2921e-5)*np.sin((4.33666670E+01)*180/2*np.pi)
# density_sea_water = 1023.6
# dpdy = coriolis_parameter*density_sea_water*vgos
#date	vgos	dpdy
1993-05-20 00:00:00	0.045499999	-0.000000640
1993-05-21 00:00:00	0.038199998	-0.000000537
1993-05-22 00:00:00	0.031424999	-0.000000442
1993-05-23 00:00:00	0.024875000	-0.000000350
1993-05-24 00:00:00	0.018600000	-0.000000262
1993-05-25 00:00:00	0.013975000	-0.000000197
1993-05-26 00:00:00	0.010325000	-0.000000145
1993-05-27 00:00:00	0.007700000	-0.000000108
1993-05-28 00:00:00	0.006200000	-0.000000087
1993-05-29 00:00:00	0.007425000	-0.000000104
1993-05-30 00:00:00	0.009150000	-0.000000129
1993-05-31 00:00:00	0.012050000	-0.000000170
1993-06-01 00:00:00	0.014950000	-0.000000210
1993-06-02 00:00:00	0.018350000	-0.000000258
1993-06-03 00:00:00	0.021724999	-0.000000306
1993-06-04 00:00:00	0.023200000	-0.000000326
1993-06-05 00:00:00	0.024650000	-0.000000347
1993-06-06 00:00:00	0.023675000	-0.000000333
1993-06-07 00:00:00	0.023650000	-0.000000333
1993-06-08 00:00:00	0.022500001	-0.000000317
1993-06-09 00:00:00	0.021724999	-0.000000306
1993-06-10 00:00:00	0.020775001	-0.000000292
1993-06-11 00:00:00	0.021475000	-0.000000302
1993-06-12 00:00:00	0.023675000	-0.000000333
1993-06-13 00:00:00	0.026350001	-0.000000371
1993-06-14 00:00:00	0.029500000	-0.000000415
1993-06-15 00:00:00	0.033575002	-0.000000472
1993-06-16 00:00:00	0.038699999	-0.000000544
1993-06-17 00:00:00	0.042575002	-0.000000599
1993-06-18 00:00:00	0.046450000	-0.000000654
1993-06-19 00:00:00	0.049575001	-0.000000698
1993-06-20 00:00:00	0.051799998	-0.000000729
1993-06-21 00:00:00	0.053700000	-0.000000756
1993-06-22 00:00:00	0.054449998	-0.000000766
1993-06-23 00:00:00	0.054925002	-0.000000773
1993-06-24 00:00:00	0.056150001	-0.000000790
1993-06-25 00:00:00	0.057125002	-0.000000804
1993-06-26 00:00:00	0.058325000	-0.000000821
1993-06-27 00:00:00	0.059775002	-0.000000841
1993-06-28 00:00:00	0.062174998	-0.000000875
1993-06-29 00:00:00	0.066050008	-0.000000929
1993-06-30 00:00:00	0.070700005	-0.000000995
1993-07-01 00:00:00	0.075750001	-0.000001066
1993-07-02 00:00:00	0.080600001	-0.000001134
1993-07-03 00:00:00	0.086675003	-0.000001219
1993-07-04 00:00:00	0.090549998	-0.000001274
1993-07-05 00:00:00	0.093199998	-0.000001311
1993-07-06 00:00:00	0.094925001	-0.000001336
1993-07-07 00:00:00	0.093199998	-0.000001311
1993-07-08 00:00:00	0.090075001	-0.000001267
1993-07-09 00:00:00	0.084974997	-0.000001196
1993-07-10 00:00:00	0.077474996	-0.000001090
1993-07-11 00:00:00	0.068250000	-0.000000960
1993-07-12 00:00:00	0.059050001	-0.000000831
1993-07-13 00:00:00	0.049125001	-0.000000691
1993-07-14 00:00:00	0.039650001	-0.000000558
1993-07-15 00:00:00	0.031900000	-0.000000449
1993-07-16 00:00:00	0.025625000	-0.000000361
1993-07-17 00:00:00	0.020275000	-0.000000285
1993-07-18 00:00:00	0.018824998	-0.000000265
1993-07-19 00:00:00	0.017124999	-0.000000241
1993-07-20 00:00:00	0.017875001	-0.000000251
1993-07-21 00:00:00	0.019774999	-0.000000278
1993-07-22 00:00:00	0.021499999	-0.000000302
1993-07-23 00:00:00	0.025600001	-0.000000360
1993-07-24 00:00:00	0.028524999	-0.000000401
1993-07-25 00:00:00	0.031450000	-0.000000442
1993-07-26 00:00:00	0.035300002	-0.000000497
1993-07-27 00:00:00	0.039175004	-0.000000551
1993-07-28 00:00:00	0.042800002	-0.000000602
1993-07-29 00:00:00	0.046675000	-0.000000657
1993-07-30 00:00:00	0.050549999	-0.000000711
1993-07-31 00:00:00	0.053750001	-0.000000756
1993-08-01 00:00:00	0.057574999	-0.000000810
1993-08-02 00:00:00	0.060975000	-0.000000858
1993-08-03 00:00:00	0.061949998	-0.000000872
1993-08-04 00:00:00	0.063149996	-0.000000888
1993-08-05 00:00:00	0.063150004	-0.000000888
1993-08-06 00:00:00	0.063149996	-0.000000888
1993-08-07 00:00:00	0.060975000	-0.000000858
1993-08-08 00:00:00	0.058325000	-0.000000821
1993-08-09 00:00:00	0.054425001	-0.000000766
1993-08-10 00:00:00	0.050324999	-0.000000708
1993-08-11 00:00:00	0.046450000	-0.000000654
1993-08-12 00:00:00	0.041850001	-0.000000589
1993-08-13 00:00:00	0.037000000	-0.000000521
1993-08-14 00:00:00	0.032150000	-0.000000452
1993-08-15 00:00:00	0.027299998	-0.000000384
1993-08-16 00:00:00	0.022450000	-0.000000316
1993-08-17 00:00:00	0.018325001	-0.000000258
1993-08-18 00:00:00	0.013975000	-0.000000197
1993-08-19 00:00:00	0.009850000	-0.000000139
1993-08-20 00:00:00	0.005000000	-0.000000070
1993-08-21 00:00:00	0.000675000	-0.000000009
1993-08-22 00:00:00	-0.003475000	0.000000049
1993-08-23 00:00:00	-0.007350000	0.000000103
1993-08-24 00:00:00	-0.010500001	0.000000148
1993-08-25 00:00:00	-0.013650000	0.000000192
1993-08-26 00:00:00	-0.015574999	0.000000219
1993-08-27 00:00:00	-0.017500000	0.000000246
1993-08-28 00:00:00	-0.018975001	0.000000267
1993-08-29 00:00:00	-0.020675000	0.000000291
1993-08-30 00:00:00	-0.022374999	0.000000315
1993-08-31 00:00:00	-0.024300002	0.000000342
1993-09-01 00:00:00	-0.025525000	0.000000359
1993-09-02 00:00:00	-0.028200001	0.000000397
1993-09-03 00:00:00	-0.030375000	0.000000427
1993-09-04 00:00:00	-0.032049999	0.000000451
1993-09-05 00:00:00	-0.033499997	0.000000471
1993-09-06 00:00:00	-0.035200000	0.000000495
1993-09-07 00:00:00	-0.035675000	0.000000502
1993-09-08 00:00:00	-0.036174998	0.000000509
1993-09-09 00:00:00	-0.036400001	0.000000512
1993-09-10 00:00:00	-0.035950001	0.000000506
1993-09-11 00:00:00	-0.035200000	0.000000495
1993-09-12 00:00:00	-0.034499999	0.000000485
1993-09-13 00:00:00	-0.033974998	0.000000478
1993-09-14 00:00:00	-0.033500001	0.000000471
1993-09-15 00:00:00	-0.034474999	0.000000485
1993-09-16 00:00:00	-0.035450000	0.000000499
1993-09-17 00:00:00	-0.036150001	0.000000509
1993-09-18 00:00:00	-0.036899999	0.000000519
1993-09-19 00:00:00	-0.036425002	0.000000512
1993-09-20 00:00:00	-0.035925001	0.000000505
1993-09-21 00:00:00	-0.034225002	0.000000482
1993-09-22 00:00:00	-0.030850001	0.000000434
1993-09-23 00:00:00	-0.027200000	0.000000383
1993-09-24 00:00:00	-0.022599999	0.000000318
1993-09-25 00:00:00	-0.017749999	0.000000250
1993-09-26 00:00:00	-0.012650000	0.000000178
1993-09-27 00:00:00	-0.007125000	0.000000100
1993-09-28 00:00:00	-0.002025000	0.000000028
1993-09-29 00:00:00	0.002600000	-0.000000037
1993-09-30 00:00:00	0.007650000	-0.000000108
1993-10-01 00:00:00	0.012300000	-0.000000173
1993-10-02 00:00:00	0.016400000	-0.000000231
1993-10-03 00:00:00	0.020775000	-0.000000292
1993-10-04 00:00:00	0.024400000	-0.000000343
1993-10-05 00:00:00	0.028250000	-0.000000397
1993-10-06 00:00:00	0.030700000	-0.000000432
1993-10-07 00:00:00	0.032400001	-0.000000456
1993-10-08 00:00:00	0.032400001	-0.000000456
1993-10-09 00:00:00	0.032400001	-0.000000456
1993-10-10 00:00:00	0.031200001	-0.000000439
1993-10-11 00:00:00	0.028750001	-0.000000405
1993-10-12 00:00:00	0.025599999	-0.000000360
1993-10-13 00:00:00	0.021000000	-0.000000295
1993-10-14 00:00:00	0.015675001	-0.000000221
1993-10-15 00:00:00	0.009125000	-0.000000128
1993-10-16 00:00:00	0.002350000	-0.000000033
1993-10-17 00:00:00	-0.004425000	0.000000062
1993-10-18 00:00:00	-0.011475001	0.000000161
1993-10-19 00:00:00	-0.018950000	0.000000267
1993-10-20 00:00:00	-0.025750000	0.000000362
1993-10-21 00:00:00	-0.032299999	0.000000454
1993-10-22 00:00:00	-0.038824998	0.000000546
1993-10-23 00:00:00	-0.043674998	0.000000614
1993-10-24 00:00:00	-0.050475001	0.000000710
1993-10-25 00:00:00	-0.057250001	0.000000805
1993-10-26 00:00:00	-0.063100003	0.000000888
1993-10-27 00:00:00	-0.069150001	0.000000973
1993-10-28 00:00:00	-0.074949995	0.000001055
1993-10-29 00:00:00	-0.080049999	0.000001126
1993-10-30 00:00:00	-0.085124999	0.000001198
1993-10-31 00:00:00	-0.088524997	0.000001246
1993-11-01 00:00:00	-0.092399999	0.000001300
1993-11-02 00:00:00	-0.094050005	0.000001323
1993-11-03 00:00:00	-0.096025005	0.000001351
1993-11-04 00:00:00	-0.096974999	0.000001364
1993-11-05 00:00:00	-0.097949997	0.000001378
1993-11-06 00:00:00	-0.099624999	0.000001402
1993-11-07 00:00:00	-0.100850001	0.000001419
1993-11-08 00:00:00	-0.103299998	0.000001453
1993-11-09 00:00:00	-0.106899999	0.000001504
1993-11-10 00:00:00	-0.111299999	0.000001566
1993-11-11 00:00:00	-0.115874998	0.000001630
1993-11-12 00:00:00	-0.120250002	0.000001692
1993-11-13 00:00:00	-0.125850007	0.000001771
1993-11-14 00:00:00	-0.131125003	0.000001845
1993-11-15 00:00:00	-0.136975005	0.000001927
1993-11-16 00:00:00	-0.143500000	0.000002019
1993-11-17 00:00:00	-0.148849994	0.000002094
1993-11-18 00:00:00	-0.153650001	0.000002162
1993-11-19 00:00:00	-0.157550007	0.000002217
1993-11-20 00:00:00	-0.160724998	0.000002261
1993-11-21 00:00:00	-0.162149996	0.000002281
1993-11-22 00:00:00	-0.162400007	0.000002285
1993-11-23 00:00:00	-0.160700008	0.000002261
1993-11-24 00:00:00	-0.158524990	0.000002230
1993-11-25 00:00:00	-0.154875010	0.000002179
1993-11-26 00:00:00	-0.151250005	0.000002128
1993-11-27 00:00:00	-0.146650001	0.000002063
1993-11-28 00:00:00	-0.142299995	0.000002002
1993-11-29 00:00:00	-0.137225002	0.000001931
1993-11-30 00:00:00	-0.133100003	0.000001873
1993-12-01 00:00:00	-0.126774997	0.000001784
1993-12-02 00:00:00	-0.121224992	0.000001706
1993-12-03 00:00:00	-0.115649998	0.000001627
1993-12-04 00:00:00	-0.109575003	0.000001542
1993-12-05 00:00:00	-0.102550000	0.000001443
1993-12-06 00:00:00	-0.096025005	0.000001351
1993-12-07 00:00:00	-0.089474998	0.000001259
1993-12-08 00:00:00	-0.082699999	0.000001164
1993-12-09 00:00:00	-0.075174995	0.000001058
1993-12-10 00:00:00	-0.069150001	0.000000973
1993-12-11 00:00:00	-0.062800005	0.000000884
1993-12-12 00:00:00	-0.056299999	0.000000792
1993-12-13 00:00:00	-0.050475001	0.000000710
1993-12-14 00:00:00	-0.045625001	0.000000642
1993-12-15 00:00:00	-0.041050002	0.000000578
1993-12-16 00:00:00	-0.037650000	0.000000530
1993-12-17 00:00:00	-0.034450002	0.000000485
1993-12-18 00:00:00	-0.032300003	0.000000454
1993-12-19 00:00:00	-0.029875001	0.000000420
1993-12-20 00:00:00	-0.028175000	0.000000396
1993-12-21 00:00:00	-0.027224999	0.000000383
1993-12-22 00:00:00	-0.026000001	0.000000366
1993-12-23 00:00:00	-0.026475001	0.000000372
1993-12-24 00:00:00	-0.025750000	0.000000362
1993-12-25 00:00:00	-0.025775000	0.000000363
1993-12-26 00:00:00	-0.024799999	0.000000349
1993-12-27 00:00:00	-0.023825001	0.000000335
1993-12-28 00:00:00	-0.022599999	0.000000318
1993-12-29 00:00:00	-0.019950001	0.000000281
1993-12-30 00:00:00	-0.017749999	0.000000250
1993-12-31 00:00:00	-0.015075000	0.000000212
1994-01-01 00:00:00	-0.011475001	0.000000161
1994-01-02 00:00:00	-0.007350000	0.000000103
1994-01-03 00:00:00	-0.004175000	0.000000059
1994-01-04 00:00:00	-0.000575000	0.000000008
1994-01-05 00:00:00	0.002350000	-0.000000033
1994-01-06 00:00:00	0.006000000	-0.000000084
1994-01-07 00:00:00	0.008175000	-0.000000115
1994-01-08 00:00:00	0.010575000	-0.000000149
1994-01-09 00:00:00	0.011800000	-0.000000166
1994-01-10 00:00:00	0.012750000	-0.000000179
1994-01-11 00:00:00	0.013000000	-0.000000183
1994-01-12 00:00:00	0.012750000	-0.000000179
1994-01-13 00:00:00	0.011800000	-0.000000166
1994-01-14 00:00:00	0.009350000	-0.000000132
1994-01-15 00:00:00	0.006700000	-0.000000094
1994-01-16 00:00:00	0.003800000	-0.000000053
1994-01-17 00:00:00	-0.000325000	0.000000005
1994-01-18 00:00:00	-0.003450000	0.000000049
1994-01-19 00:00:00	-0.007825000	0.000000110
1994-01-20 00:00:00	-0.011200000	0.000000158
1994-01-21 00:00:00	-0.013400001	0.000000189
1994-01-22 00:00:00	-0.015850000	0.000000223
1994-01-23 00:00:00	-0.017525000	0.000000247
1994-01-24 00:00:00	-0.018250000	0.000000257
1994-01-25 00:00:00	-0.017525000	0.000000247
1994-01-26 00:00:00	-0.017050000	0.000000240
1994-01-27 00:00:00	-0.015825000	0.000000223
1994-01-28 00:00:00	-0.013425000	0.000000189
1994-01-29 00:00:00	-0.012200000	0.000000172
1994-01-30 00:00:00	-0.010000000	0.000000141
1994-01-31 00:00:00	-0.008575000	0.000000121
1994-02-01 00:00:00	-0.006350000	0.000000089
1994-02-02 00:00:00	-0.004425000	0.000000062
1994-02-03 00:00:00	-0.002975000	0.000000042
1994-02-04 00:00:00	-0.001775000	0.000000025
1994-02-05 00:00:00	-0.000550000	0.000000008
1994-02-06 00:00:00	-0.000550000	0.000000008
1994-02-07 00:00:00	-0.000300000	0.000000004
1994-02-08 00:00:00	-0.000550000	0.000000008
1994-02-09 00:00:00	-0.001050000	0.000000015
1994-02-10 00:00:00	-0.001550000	0.000000022
1994-02-11 00:00:00	-0.002500000	0.000000035
1994-02-12 00:00:00	-0.003450000	0.000000049
1994-02-13 00:00:00	-0.004450000	0.000000063
1994-02-14 00:00:00	-0.004450000	0.000000063
1994-02-15 00:00:00	-0.005175000	0.000000073
1994-02-16 00:00:00	-0.004925000	0.000000069
1994-02-17 00:00:00	-0.005175000	0.000000073
1994-02-18 00:00:00	-0.005650000	0.000000079
1994-02-19 00:00:00	-0.005375000	0.000000076
1994-02-20 00:00:00	-0.006350000	0.000000089
1994-02-21 00:00:00	-0.006850000	0.000000096
1994-02-22 00:00:00	-0.007350000	0.000000103
1994-02-23 00:00:00	-0.008800000	0.000000124
1994-02-24 00:00:00	-0.009525000	0.000000134
1994-02-25 00:00:00	-0.010749999	0.000000151
1994-02-26 00:00:00	-0.011000000	0.000000155
1994-02-27 00:00:00	-0.011949999	0.000000168
1994-02-28 00:00:00	-0.011475000	0.000000161
1994-03-01 00:00:00	-0.010000000	0.000000141
1994-03-02 00:00:00	-0.007350000	0.000000103
1994-03-03 00:00:00	-0.003000000	0.000000042
1994-03-04 00:00:00	0.002600000	-0.000000037
1994-03-05 00:00:00	0.009350000	-0.000000132
1994-03-06 00:00:00	0.015900001	-0.000000224
1994-03-07 00:00:00	0.024125000	-0.000000339
1994-03-08 00:00:00	0.031675000	-0.000000446
1994-03-09 00:00:00	0.038925000	-0.000000548
1994-03-10 00:00:00	0.045750000	-0.000000644
1994-03-11 00:00:00	0.051050000	-0.000000718
1994-03-12 00:00:00	0.055424999	-0.000000780
1994-03-13 00:00:00	0.058300000	-0.000000820
1994-03-14 00:00:00	0.059524998	-0.000000837
1994-03-15 00:00:00	0.060024999	-0.000000845
1994-03-16 00:00:00	0.059024997	-0.000000830
1994-03-17 00:00:00	0.057575002	-0.000000810
1994-03-18 00:00:00	0.055900000	-0.000000786
1994-03-19 00:00:00	0.053475000	-0.000000752
1994-03-20 00:00:00	0.050299998	-0.000000708
1994-03-21 00:00:00	0.047400001	-0.000000667
1994-03-22 00:00:00	0.043800000	-0.000000616
1994-03-23 00:00:00	0.041350000	-0.000000582
1994-03-24 00:00:00	0.037225001	-0.000000524
1994-03-25 00:00:00	0.033350002	-0.000000469
1994-03-26 00:00:00	0.029999999	-0.000000422
1994-03-27 00:00:00	0.025350001	-0.000000357
1994-03-28 00:00:00	0.021474998	-0.000000302
1994-03-29 00:00:00	0.016400000	-0.000000231
1994-03-30 00:00:00	0.012550000	-0.000000177
1994-03-31 00:00:00	0.007900000	-0.000000111
1994-04-01 00:00:00	0.004275000	-0.000000060
1994-04-02 00:00:00	0.001125000	-0.000000016
1994-04-03 00:00:00	-0.001550000	0.000000022
1994-04-04 00:00:00	-0.003475000	0.000000049
1994-04-05 00:00:00	-0.005150000	0.000000072
1994-04-06 00:00:00	-0.007350001	0.000000103
1994-04-07 00:00:00	-0.008275000	0.000000116
1994-04-08 00:00:00	-0.009050000	0.000000127
1994-04-09 00:00:00	-0.009775000	0.000000138
1994-04-10 00:00:00	-0.009524999	0.000000134
1994-04-11 00:00:00	-0.008575000	0.000000121
1994-04-12 00:00:00	-0.007325000	0.000000103
1994-04-13 00:00:00	-0.005400000	0.000000076
1994-04-14 00:00:00	-0.002975000	0.000000042
1994-04-15 00:00:00	0.000150000	-0.000000002
1994-04-16 00:00:00	0.003550000	-0.000000050
1994-04-17 00:00:00	0.006700000	-0.000000094
1994-04-18 00:00:00	0.009875000	-0.000000139
1994-04-19 00:00:00	0.011775000	-0.000000166
1994-04-20 00:00:00	0.013250001	-0.000000186
1994-04-21 00:00:00	0.014950000	-0.000000210
1994-04-22 00:00:00	0.014475001	-0.000000204
1994-04-23 00:00:00	0.014225001	-0.000000200
1994-04-24 00:00:00	0.013250000	-0.000000186
1994-04-25 00:00:00	0.012050000	-0.000000170
1994-04-26 00:00:00	0.010625000	-0.000000149
1994-04-27 00:00:00	0.008625001	-0.000000121
1994-04-28 00:00:00	0.008400000	-0.000000118
1994-04-29 00:00:00	0.007400000	-0.000000104
1994-04-30 00:00:00	0.008400001	-0.000000118
1994-05-01 00:00:00	0.009099999	-0.000000128
1994-05-02 00:00:00	0.010575000	-0.000000149
1994-05-03 00:00:00	0.011325000	-0.000000159
1994-05-04 00:00:00	0.012525000	-0.000000176
1994-05-05 00:00:00	0.012775000	-0.000000180
1994-05-06 00:00:00	0.012049999	-0.000000170
1994-05-07 00:00:00	0.010350000	-0.000000146
1994-05-08 00:00:00	0.008150000	-0.000000115
1994-05-09 00:00:00	0.006475001	-0.000000091
1994-05-10 00:00:00	0.003825000	-0.000000054
1994-05-11 00:00:00	0.001374999	-0.000000019
