#https://data.marine.copernicus.eu/viewer/expert?view=dataset&dataset=SEALEVEL_EUR_PHY_L4_MY_008_068
#Surface geostrophic eastward sea water velocity ugos
#    title: DT merged all satellites European Seas Gridded SSALTO/DUACS Sea Surface Height L4 product and derived variables
#    institution: CLS, CNES
#    source: Altimetry measurements
#    history: 2024-10-24 07:06:58Z: Creation
#    contact: servicedesk.cmems@mercator-ocean.eu
#    references: http://marine.copernicus.eu
#    comment: Sea Surface Height measured by Altimetry and derived variables
#    subset:source: ARCO data downloaded from the Marine Data Store using the MyOcean Data Portal
#    subset:productId: SEALEVEL_EUR_PHY_L4_MY_008_068
#    subset:datasetId: cmems_obs-sl_eur_phy-ssh_my_allsat-l4-duacs-0.0625deg_P1D_202411
#    subset:date: 2025-06-10T12:16:10.165Z
#latitudes averaged over 43.34375, 43.40625.
#longitudes averaged over 7.84375, 7.90625.
# coriolis_parameter = 2*(7.2921e-5)*np.sin((4.33666670E+01)*180/2*np.pi)
# density_sea_water = 1023.6
# dpdx = coriolis_parameter*density_sea_water*ugos
#date	ugos	dpdx
1993-01-30 00:00:00	0.007424999	-0.000000104
1993-01-31 00:00:00	0.003550000	-0.000000050
1993-02-01 00:00:00	-0.002450000	0.000000034
1993-02-02 00:00:00	-0.009475000	0.000000133
1993-02-03 00:00:00	-0.017400000	0.000000245
1993-02-04 00:00:00	-0.025700001	0.000000362
1993-02-05 00:00:00	-0.033950001	0.000000478
1993-02-06 00:00:00	-0.042250000	0.000000594
1993-02-07 00:00:00	-0.049975000	0.000000703
1993-02-08 00:00:00	-0.056149997	0.000000790
1993-02-09 00:00:00	-0.062499996	0.000000879
1993-02-10 00:00:00	-0.067049995	0.000000943
1993-02-11 00:00:00	-0.070574999	0.000000993
1993-02-12 00:00:00	-0.073224999	0.000001030
1993-02-13 00:00:00	-0.073750004	0.000001038
1993-02-14 00:00:00	-0.073050007	0.000001028
1993-02-15 00:00:00	-0.071125001	0.000001001
1993-02-16 00:00:00	-0.068499997	0.000000964
1993-02-17 00:00:00	-0.065324999	0.000000919
1993-02-18 00:00:00	-0.061575003	0.000000866
1993-02-19 00:00:00	-0.058775000	0.000000827
1993-02-20 00:00:00	-0.056674998	0.000000797
1993-02-21 00:00:00	-0.054749999	0.000000770
1993-02-22 00:00:00	-0.053874999	0.000000758
1993-02-23 00:00:00	-0.054224998	0.000000763
1993-02-24 00:00:00	-0.054925002	0.000000773
1993-02-25 00:00:00	-0.055624999	0.000000783
1993-02-26 00:00:00	-0.056675002	0.000000797
1993-02-27 00:00:00	-0.056675002	0.000000797
1993-02-28 00:00:00	-0.056675002	0.000000797
1993-03-01 00:00:00	-0.056150001	0.000000790
1993-03-02 00:00:00	-0.054750003	0.000000770
1993-03-03 00:00:00	-0.054375000	0.000000765
1993-03-04 00:00:00	-0.053475000	0.000000752
1993-03-05 00:00:00	-0.052425001	0.000000738
1993-03-06 00:00:00	-0.052424997	0.000000738
1993-03-07 00:00:00	-0.053475000	0.000000752
1993-03-08 00:00:00	-0.054550000	0.000000768
1993-03-09 00:00:00	-0.056850001	0.000000800
1993-03-10 00:00:00	-0.059500001	0.000000837
1993-03-11 00:00:00	-0.062849998	0.000000884
1993-03-12 00:00:00	-0.066874996	0.000000941
1993-03-13 00:00:00	-0.071800001	0.000001010
1993-03-14 00:00:00	-0.077100001	0.000001085
1993-03-15 00:00:00	-0.082399994	0.000001159
1993-03-16 00:00:00	-0.087500006	0.000001231
1993-03-17 00:00:00	-0.092225000	0.000001298
1993-03-18 00:00:00	-0.096299998	0.000001355
1993-03-19 00:00:00	-0.098600000	0.000001387
1993-03-20 00:00:00	-0.100200005	0.000001410
1993-03-21 00:00:00	-0.100549996	0.000001415
1993-03-22 00:00:00	-0.099325001	0.000001397
1993-03-23 00:00:00	-0.097175002	0.000001367
1993-03-24 00:00:00	-0.095074996	0.000001338
1993-03-25 00:00:00	-0.091900006	0.000001293
1993-03-26 00:00:00	-0.088375002	0.000001243
1993-03-27 00:00:00	-0.085374996	0.000001201
1993-03-28 00:00:00	-0.082549997	0.000001161
1993-03-29 00:00:00	-0.079750001	0.000001122
1993-03-30 00:00:00	-0.077624999	0.000001092
1993-03-31 00:00:00	-0.074825004	0.000001053
1993-04-01 00:00:00	-0.072700001	0.000001023
1993-04-02 00:00:00	-0.069875002	0.000000983
1993-04-03 00:00:00	-0.067424998	0.000000949
1993-04-04 00:00:00	-0.064424999	0.000000906
1993-04-05 00:00:00	-0.060550001	0.000000852
1993-04-06 00:00:00	-0.056325004	0.000000792
1993-04-07 00:00:00	-0.051399998	0.000000723
1993-04-08 00:00:00	-0.046099998	0.000000649
1993-04-09 00:00:00	-0.039800003	0.000000560
1993-04-10 00:00:00	-0.032024998	0.000000451
1993-04-11 00:00:00	-0.023600001	0.000000332
1993-04-12 00:00:00	-0.014075000	0.000000198
1993-04-13 00:00:00	-0.004525000	0.000000064
1993-04-14 00:00:00	0.005300000	-0.000000075
1993-04-15 00:00:00	0.014650000	-0.000000206
1993-04-16 00:00:00	0.023100000	-0.000000325
1993-04-17 00:00:00	0.030650001	-0.000000431
1993-04-18 00:00:00	0.036300000	-0.000000511
1993-04-19 00:00:00	0.039124999	-0.000000550
1993-04-20 00:00:00	0.040525001	-0.000000570
1993-04-21 00:00:00	0.040874999	-0.000000575
1993-04-22 00:00:00	0.038425002	-0.000000541
1993-04-23 00:00:00	0.035425000	-0.000000498
1993-04-24 00:00:00	0.031025000	-0.000000437
1993-04-25 00:00:00	0.026974998	-0.000000380
1993-04-26 00:00:00	0.022750000	-0.000000320
1993-04-27 00:00:00	0.019224999	-0.000000270
1993-04-28 00:00:00	0.016224999	-0.000000228
1993-04-29 00:00:00	0.014475001	-0.000000204
1993-04-30 00:00:00	0.013250000	-0.000000186
1993-05-01 00:00:00	0.013599999	-0.000000191
1993-05-02 00:00:00	0.015000000	-0.000000211
1993-05-03 00:00:00	0.017300000	-0.000000243
1993-05-04 00:00:00	0.020450000	-0.000000288
1993-05-05 00:00:00	0.024675000	-0.000000347
1993-05-06 00:00:00	0.029275000	-0.000000412
1993-05-07 00:00:00	0.034750000	-0.000000489
1993-05-08 00:00:00	0.040174998	-0.000000565
1993-05-09 00:00:00	0.045474999	-0.000000640
1993-05-10 00:00:00	0.050774999	-0.000000714
1993-05-11 00:00:00	0.056199998	-0.000000791
1993-05-12 00:00:00	0.061324999	-0.000000863
1993-05-13 00:00:00	0.064850003	-0.000000912
1993-05-14 00:00:00	0.068374999	-0.000000962
1993-05-15 00:00:00	0.069949999	-0.000000984
1993-05-16 00:00:00	0.070299998	-0.000000989
1993-05-17 00:00:00	0.069600001	-0.000000979
1993-05-18 00:00:00	0.067149997	-0.000000945
1993-05-19 00:00:00	0.064324997	-0.000000905
1993-05-20 00:00:00	0.059925001	-0.000000843
1993-05-21 00:00:00	0.054800004	-0.000000771
1993-05-22 00:00:00	0.049350001	-0.000000694
1993-05-23 00:00:00	0.043700002	-0.000000615
1993-05-24 00:00:00	0.037524998	-0.000000528
1993-05-25 00:00:00	0.031575002	-0.000000444
1993-05-26 00:00:00	0.025550000	-0.000000359
1993-05-27 00:00:00	0.020125000	-0.000000283
1993-05-28 00:00:00	0.014850000	-0.000000209
1993-05-29 00:00:00	0.010050001	-0.000000141
1993-05-30 00:00:00	0.005675000	-0.000000080
1993-05-31 00:00:00	0.002700000	-0.000000038
1993-06-01 00:00:00	0.000400000	-0.000000006
1993-06-02 00:00:00	-0.000475000	0.000000007
1993-06-03 00:00:00	-0.001375000	0.000000019
1993-06-04 00:00:00	-0.000850000	0.000000012
1993-06-05 00:00:00	-0.000125000	0.000000002
1993-06-06 00:00:00	0.000400000	-0.000000006
1993-06-07 00:00:00	0.000750000	-0.000000011
1993-06-08 00:00:00	0.001100000	-0.000000015
1993-06-09 00:00:00	0.000025000	-0.000000000
1993-06-10 00:00:00	-0.000325000	0.000000005
1993-06-11 00:00:00	-0.001550000	0.000000022
1993-06-12 00:00:00	-0.002425000	0.000000034
1993-06-13 00:00:00	-0.002250000	0.000000032
1993-06-14 00:00:00	-0.002950000	0.000000042
1993-06-15 00:00:00	-0.001725000	0.000000024
1993-06-16 00:00:00	-0.000475000	0.000000007
1993-06-17 00:00:00	0.001100000	-0.000000015
1993-06-18 00:00:00	0.003400000	-0.000000048
1993-06-19 00:00:00	0.006200000	-0.000000087
1993-06-20 00:00:00	0.009000000	-0.000000127
1993-06-21 00:00:00	0.011125000	-0.000000157
1993-06-22 00:00:00	0.012550000	-0.000000177
1993-06-23 00:00:00	0.013775000	-0.000000194
1993-06-24 00:00:00	0.013600001	-0.000000191
1993-06-25 00:00:00	0.013249999	-0.000000186
1993-06-26 00:00:00	0.010625001	-0.000000149
1993-06-27 00:00:00	0.008325000	-0.000000117
1993-06-28 00:00:00	0.006000000	-0.000000084
1993-06-29 00:00:00	0.002475000	-0.000000035
1993-06-30 00:00:00	-0.001375000	0.000000019
1993-07-01 00:00:00	-0.004900000	0.000000069
1993-07-02 00:00:00	-0.007875000	0.000000111
1993-07-03 00:00:00	-0.011950000	0.000000168
1993-07-04 00:00:00	-0.015475000	0.000000218
1993-07-05 00:00:00	-0.018275000	0.000000257
1993-07-06 00:00:00	-0.021974999	0.000000309
1993-07-07 00:00:00	-0.025474999	0.000000358
1993-07-08 00:00:00	-0.028875001	0.000000406
1993-07-09 00:00:00	-0.033250000	0.000000468
1993-07-10 00:00:00	-0.037799999	0.000000532
1993-07-11 00:00:00	-0.042950001	0.000000604
1993-07-12 00:00:00	-0.048924997	0.000000688
1993-07-13 00:00:00	-0.053824998	0.000000757
1993-07-14 00:00:00	-0.058274999	0.000000820
1993-07-15 00:00:00	-0.061250001	0.000000862
1993-07-16 00:00:00	-0.064225003	0.000000904
1993-07-17 00:00:00	-0.065274999	0.000000918
1993-07-18 00:00:00	-0.064750001	0.000000911
1993-07-19 00:00:00	-0.062650003	0.000000881
1993-07-20 00:00:00	-0.058600001	0.000000824
1993-07-21 00:00:00	-0.053500000	0.000000753
1993-07-22 00:00:00	-0.047175001	0.000000664
1993-07-23 00:00:00	-0.040624999	0.000000572
1993-07-24 00:00:00	-0.033275001	0.000000468
1993-07-25 00:00:00	-0.026374999	0.000000371
1993-07-26 00:00:00	-0.020750001	0.000000292
1993-07-27 00:00:00	-0.016674999	0.000000235
1993-07-28 00:00:00	-0.014550000	0.000000205
1993-07-29 00:00:00	-0.013675001	0.000000192
1993-07-30 00:00:00	-0.015999999	0.000000225
1993-07-31 00:00:00	-0.018800000	0.000000265
1993-08-01 00:00:00	-0.022675000	0.000000319
1993-08-02 00:00:00	-0.027425000	0.000000386
1993-08-03 00:00:00	-0.032724999	0.000000460
1993-08-04 00:00:00	-0.037100002	0.000000522
1993-08-05 00:00:00	-0.040825002	0.000000574
1993-08-06 00:00:00	-0.043099999	0.000000606
1993-08-07 00:00:00	-0.045550004	0.000000641
1993-08-08 00:00:00	-0.046250001	0.000000651
1993-08-09 00:00:00	-0.046624999	0.000000656
1993-08-10 00:00:00	-0.045400001	0.000000639
1993-08-11 00:00:00	-0.044375002	0.000000624
1993-08-12 00:00:00	-0.042625003	0.000000600
1993-08-13 00:00:00	-0.040125001	0.000000565
1993-08-14 00:00:00	-0.036924999	0.000000520
1993-08-15 00:00:00	-0.032899998	0.000000463
1993-08-16 00:00:00	-0.029050000	0.000000409
1993-08-17 00:00:00	-0.023400001	0.000000329
1993-08-18 00:00:00	-0.018100001	0.000000255
1993-08-19 00:00:00	-0.012300000	0.000000173
1993-08-20 00:00:00	-0.006150000	0.000000087
1993-08-21 00:00:00	-0.000675000	0.000000009
1993-08-22 00:00:00	0.004975000	-0.000000070
1993-08-23 00:00:00	0.009374999	-0.000000132
1993-08-24 00:00:00	0.012724999	-0.000000179
1993-08-25 00:00:00	0.014824999	-0.000000209
1993-08-26 00:00:00	0.015525000	-0.000000218
1993-08-27 00:00:00	0.014300000	-0.000000201
1993-08-28 00:00:00	0.011500000	-0.000000162
1993-08-29 00:00:00	0.007800000	-0.000000110
1993-08-30 00:00:00	0.002300000	-0.000000032
1993-08-31 00:00:00	-0.003300000	0.000000046
1993-09-01 00:00:00	-0.010199999	0.000000144
1993-09-02 00:00:00	-0.016700000	0.000000235
1993-09-03 00:00:00	-0.023724999	0.000000334
1993-09-04 00:00:00	-0.030275000	0.000000426
1993-09-05 00:00:00	-0.036424998	0.000000512
1993-09-06 00:00:00	-0.041874997	0.000000589
1993-09-07 00:00:00	-0.046650000	0.000000656
1993-09-08 00:00:00	-0.050349999	0.000000708
1993-09-09 00:00:00	-0.053500000	0.000000753
1993-09-10 00:00:00	-0.055424999	0.000000780
1993-09-11 00:00:00	-0.056475002	0.000000795
1993-09-12 00:00:00	-0.056850001	0.000000800
1993-09-13 00:00:00	-0.056299999	0.000000792
1993-09-14 00:00:00	-0.055975001	0.000000788
1993-09-15 00:00:00	-0.055274997	0.000000778
1993-09-16 00:00:00	-0.054749999	0.000000770
1993-09-17 00:00:00	-0.055275001	0.000000778
1993-09-18 00:00:00	-0.056699999	0.000000798
1993-09-19 00:00:00	-0.057399999	0.000000808
1993-09-20 00:00:00	-0.059500001	0.000000837
1993-09-21 00:00:00	-0.061600000	0.000000867
1993-09-22 00:00:00	-0.064224996	0.000000904
1993-09-23 00:00:00	-0.065850005	0.000000926
1993-09-24 00:00:00	-0.067774996	0.000000954
1993-09-25 00:00:00	-0.069724999	0.000000981
1993-09-26 00:00:00	-0.070950001	0.000000998
1993-09-27 00:00:00	-0.072349995	0.000001018
1993-09-28 00:00:00	-0.073225006	0.000001030
1993-09-29 00:00:00	-0.074450001	0.000001047
1993-09-30 00:00:00	-0.075674996	0.000001065
1993-10-01 00:00:00	-0.077299997	0.000001088
1993-10-02 00:00:00	-0.078524999	0.000001105
1993-10-03 00:00:00	-0.079925001	0.000001125
1993-10-04 00:00:00	-0.080274999	0.000001129
1993-10-05 00:00:00	-0.080449998	0.000001132
1993-10-06 00:00:00	-0.080274999	0.000001129
1993-10-07 00:00:00	-0.079925001	0.000001125
1993-10-08 00:00:00	-0.079050004	0.000001112
1993-10-09 00:00:00	-0.077975005	0.000001097
1993-10-10 00:00:00	-0.076574996	0.000001077
1993-10-11 00:00:00	-0.075175002	0.000001058
1993-10-12 00:00:00	-0.073925003	0.000001040
1993-10-13 00:00:00	-0.073224999	0.000001030
1993-10-14 00:00:00	-0.073224999	0.000001030
1993-10-15 00:00:00	-0.073550001	0.000001035
1993-10-16 00:00:00	-0.075124994	0.000001057
1993-10-17 00:00:00	-0.077474996	0.000001090
1993-10-18 00:00:00	-0.080799997	0.000001137
1993-10-19 00:00:00	-0.084674999	0.000001191
1993-10-20 00:00:00	-0.088900000	0.000001251
1993-10-21 00:00:00	-0.093125001	0.000001310
1993-10-22 00:00:00	-0.097350001	0.000001370
1993-10-23 00:00:00	-0.101374999	0.000001426
1993-10-24 00:00:00	-0.104200006	0.000001466
1993-10-25 00:00:00	-0.106700003	0.000001501
1993-10-26 00:00:00	-0.108975001	0.000001533
1993-10-27 00:00:00	-0.109874994	0.000001546
1993-10-28 00:00:00	-0.110399999	0.000001553
1993-10-29 00:00:00	-0.110349998	0.000001553
1993-10-30 00:00:00	-0.110900000	0.000001560
1993-10-31 00:00:00	-0.111249998	0.000001565
1993-11-01 00:00:00	-0.111974999	0.000001575
1993-11-02 00:00:00	-0.113025002	0.000001590
1993-11-03 00:00:00	-0.114249997	0.000001607
1993-11-04 00:00:00	-0.116549999	0.000001640
1993-11-05 00:00:00	-0.118500002	0.000001667
1993-11-06 00:00:00	-0.121125005	0.000001704
1993-11-07 00:00:00	-0.123050004	0.000001731
1993-11-08 00:00:00	-0.125025004	0.000001759
1993-11-09 00:00:00	-0.127474993	0.000001794
1993-11-10 00:00:00	-0.129924998	0.000001828
1993-11-11 00:00:00	-0.131675005	0.000001853
1993-11-12 00:00:00	-0.133650005	0.000001880
1993-11-13 00:00:00	-0.135425001	0.000001905
1993-11-14 00:00:00	-0.136124998	0.000001915
1993-11-15 00:00:00	-0.136124998	0.000001915
1993-11-16 00:00:00	-0.135075003	0.000001900
1993-11-17 00:00:00	-0.133475006	0.000001878
1993-11-18 00:00:00	-0.130824998	0.000001841
1993-11-19 00:00:00	-0.128174990	0.000001803
1993-11-20 00:00:00	-0.125725001	0.000001769
1993-11-21 00:00:00	-0.122900002	0.000001729
1993-11-22 00:00:00	-0.120625004	0.000001697
1993-11-23 00:00:00	-0.118324995	0.000001665
1993-11-24 00:00:00	-0.115850002	0.000001630
1993-11-25 00:00:00	-0.112850003	0.000001588
1993-11-26 00:00:00	-0.109700002	0.000001543
1993-11-27 00:00:00	-0.106700003	0.000001501
1993-11-28 00:00:00	-0.102800004	0.000001446
1993-11-29 00:00:00	-0.098600000	0.000001387
1993-11-30 00:00:00	-0.093324997	0.000001313
1993-12-01 00:00:00	-0.087300003	0.000001228
1993-12-02 00:00:00	-0.080799997	0.000001137
1993-12-03 00:00:00	-0.073974997	0.000001041
1993-12-04 00:00:00	-0.066874996	0.000000941
1993-12-05 00:00:00	-0.059675001	0.000000840
1993-12-06 00:00:00	-0.052625000	0.000000740
1993-12-07 00:00:00	-0.045575000	0.000000641
1993-12-08 00:00:00	-0.039600000	0.000000557
1993-12-09 00:00:00	-0.033600003	0.000000473
1993-12-10 00:00:00	-0.029025000	0.000000408
1993-12-11 00:00:00	-0.025150001	0.000000354
1993-12-12 00:00:00	-0.022150001	0.000000312
1993-12-13 00:00:00	-0.020575000	0.000000289
1993-12-14 00:00:00	-0.020225000	0.000000285
1993-12-15 00:00:00	-0.019875001	0.000000280
1993-12-16 00:00:00	-0.021275001	0.000000299
1993-12-17 00:00:00	-0.022149999	0.000000312
1993-12-18 00:00:00	-0.023400001	0.000000329
1993-12-19 00:00:00	-0.025500000	0.000000359
1993-12-20 00:00:00	-0.026900001	0.000000378
1993-12-21 00:00:00	-0.028874999	0.000000406
1993-12-22 00:00:00	-0.030450001	0.000000428
1993-12-23 00:00:00	-0.031675000	0.000000446
1993-12-24 00:00:00	-0.032550000	0.000000458
1993-12-25 00:00:00	-0.033599999	0.000000473
1993-12-26 00:00:00	-0.034650002	0.000000488
1993-12-27 00:00:00	-0.035700001	0.000000502
1993-12-28 00:00:00	-0.036049999	0.000000507
1993-12-29 00:00:00	-0.036575001	0.000000515
1993-12-30 00:00:00	-0.036750000	0.000000517
1993-12-31 00:00:00	-0.037450001	0.000000527
1994-01-01 00:00:00	-0.037825000	0.000000532
1994-01-02 00:00:00	-0.038525000	0.000000542
1994-01-03 00:00:00	-0.038699999	0.000000544
1994-01-04 00:00:00	-0.039925002	0.000000562
1994-01-05 00:00:00	-0.040275000	0.000000567
1994-01-06 00:00:00	-0.040975001	0.000000577
1994-01-07 00:00:00	-0.042575002	0.000000599
1994-01-08 00:00:00	-0.044000000	0.000000619
1994-01-09 00:00:00	-0.046124998	0.000000649
1994-01-10 00:00:00	-0.047525004	0.000000669
1994-01-11 00:00:00	-0.050150000	0.000000706
1994-01-12 00:00:00	-0.052425001	0.000000738
1994-01-13 00:00:00	-0.054375000	0.000000765
1994-01-14 00:00:00	-0.057550002	0.000000810
1994-01-15 00:00:00	-0.059875000	0.000000842
1994-01-16 00:00:00	-0.062500000	0.000000879
1994-01-17 00:00:00	-0.064775005	0.000000911
1994-01-18 00:00:00	-0.067224994	0.000000946
1994-01-19 00:00:00	-0.069150001	0.000000973
1994-01-20 00:00:00	-0.070225000	0.000000988
1994-01-21 00:00:00	-0.072174996	0.000001015
1994-01-22 00:00:00	-0.072699994	0.000001023
1994-01-23 00:00:00	-0.073400006	0.000001033
1994-01-24 00:00:00	-0.073399998	0.000001033
1994-01-25 00:00:00	-0.073224999	0.000001030
1994-01-26 00:00:00	-0.072700001	0.000001023
1994-01-27 00:00:00	-0.071625002	0.000001008
1994-01-28 00:00:00	-0.071099997	0.000001000
1994-01-29 00:00:00	-0.070050001	0.000000986
1994-01-30 00:00:00	-0.069175005	0.000000973
1994-01-31 00:00:00	-0.068450004	0.000000963
1994-02-01 00:00:00	-0.068100005	0.000000958
1994-02-02 00:00:00	-0.067749999	0.000000953
1994-02-03 00:00:00	-0.067400001	0.000000948
1994-02-04 00:00:00	-0.066874996	0.000000941
1994-02-05 00:00:00	-0.066000000	0.000000929
1994-02-06 00:00:00	-0.065300003	0.000000919
1994-02-07 00:00:00	-0.064250000	0.000000904
1994-02-08 00:00:00	-0.062325001	0.000000877
1994-02-09 00:00:00	-0.060050003	0.000000845
1994-02-10 00:00:00	-0.057000000	0.000000802
1994-02-11 00:00:00	-0.053824998	0.000000757
1994-02-12 00:00:00	-0.049275003	0.000000693
1994-02-13 00:00:00	-0.045074999	0.000000634
1994-02-14 00:00:00	-0.040624999	0.000000572
1994-02-15 00:00:00	-0.036049999	0.000000507
1994-02-16 00:00:00	-0.031500001	0.000000443
1994-02-17 00:00:00	-0.026575001	0.000000374
1994-02-18 00:00:00	-0.021775000	0.000000306
1994-02-19 00:00:00	-0.017574999	0.000000247
1994-02-20 00:00:00	-0.014249999	0.000000200
1994-02-21 00:00:00	-0.011625000	0.000000164
1994-02-22 00:00:00	-0.009649999	0.000000136
1994-02-23 00:00:00	-0.008750000	0.000000123
1994-02-24 00:00:00	-0.008575000	0.000000121
1994-02-25 00:00:00	-0.008925000	0.000000126
1994-02-26 00:00:00	-0.009825000	0.000000138
1994-02-27 00:00:00	-0.010375000	0.000000146
1994-02-28 00:00:00	-0.011275000	0.000000159
1994-03-01 00:00:00	-0.011450000	0.000000161
1994-03-02 00:00:00	-0.010199999	0.000000144
1994-03-03 00:00:00	-0.008950001	0.000000126
1994-03-04 00:00:00	-0.006300000	0.000000089
1994-03-05 00:00:00	-0.003125000	0.000000044
1994-03-06 00:00:00	0.000925000	-0.000000013
1994-03-07 00:00:00	0.004625000	-0.000000065
1994-03-08 00:00:00	0.008825000	-0.000000124
1994-03-09 00:00:00	0.012200000	-0.000000172
1994-03-10 00:00:00	0.015525000	-0.000000218
1994-03-11 00:00:00	0.017999999	-0.000000253
1994-03-12 00:00:00	0.019950001	-0.000000281
1994-03-13 00:00:00	0.020125000	-0.000000283
1994-03-14 00:00:00	0.019424999	-0.000000273
1994-03-15 00:00:00	0.017850000	-0.000000251
1994-03-16 00:00:00	0.015700001	-0.000000221
1994-03-17 00:00:00	0.012899999	-0.000000181
1994-03-18 00:00:00	0.009025000	-0.000000127
1994-03-19 00:00:00	0.004625000	-0.000000065
1994-03-20 00:00:00	0.000725000	-0.000000010
1994-03-21 00:00:00	-0.003475000	0.000000049
1994-03-22 00:00:00	-0.007350000	0.000000103
1994-03-23 00:00:00	-0.011400000	0.000000160
1994-03-24 00:00:00	-0.014574999	0.000000205
1994-03-25 00:00:00	-0.017050000	0.000000240
1994-03-26 00:00:00	-0.018975001	0.000000267
1994-03-27 00:00:00	-0.021100000	0.000000297
1994-03-28 00:00:00	-0.021450002	0.000000302
1994-03-29 00:00:00	-0.022325000	0.000000314
1994-03-30 00:00:00	-0.021800000	0.000000307
1994-03-31 00:00:00	-0.020550001	0.000000289
1994-04-01 00:00:00	-0.018449999	0.000000260
1994-04-02 00:00:00	-0.016350001	0.000000230
1994-04-03 00:00:00	-0.012475000	0.000000176
1994-04-04 00:00:00	-0.008775000	0.000000123
1994-04-05 00:00:00	-0.004175000	0.000000059
1994-04-06 00:00:00	0.000725000	-0.000000010
1994-04-07 00:00:00	0.005150000	-0.000000072
1994-04-08 00:00:00	0.010100000	-0.000000142
1994-04-09 00:00:00	0.014300000	-0.000000201
1994-04-10 00:00:00	0.017625000	-0.000000248
1994-04-11 00:00:00	0.019749999	-0.000000278
1994-04-12 00:00:00	0.021350000	-0.000000300
1994-04-13 00:00:00	0.021875000	-0.000000308
1994-04-14 00:00:00	0.021524999	-0.000000303
1994-04-15 00:00:00	0.020099999	-0.000000283
1994-04-16 00:00:00	0.018500000	-0.000000260
1994-04-17 00:00:00	0.016925000	-0.000000238
1994-04-18 00:00:00	0.014824999	-0.000000209
1994-04-19 00:00:00	0.012200000	-0.000000172
1994-04-20 00:00:00	0.010275001	-0.000000145
1994-04-21 00:00:00	0.008850001	-0.000000125
1994-04-22 00:00:00	0.007950000	-0.000000112
1994-04-23 00:00:00	0.007425000	-0.000000104
1994-04-24 00:00:00	0.007425000	-0.000000104
1994-04-25 00:00:00	0.008650000	-0.000000122
1994-04-26 00:00:00	0.011125000	-0.000000157
1994-04-27 00:00:00	0.014300000	-0.000000201
1994-04-28 00:00:00	0.017650001	-0.000000248
1994-04-29 00:00:00	0.021524999	-0.000000303
1994-04-30 00:00:00	0.025375001	-0.000000357
1994-05-01 00:00:00	0.028725000	-0.000000404
1994-05-02 00:00:00	0.030999999	-0.000000436
1994-05-03 00:00:00	0.033000000	-0.000000464
1994-05-04 00:00:00	0.033675000	-0.000000474
1994-05-05 00:00:00	0.034200002	-0.000000481
1994-05-06 00:00:00	0.033849999	-0.000000476
1994-05-07 00:00:00	0.033474997	-0.000000471
1994-05-08 00:00:00	0.032775000	-0.000000461
1994-05-09 00:00:00	0.032250002	-0.000000454
1994-05-10 00:00:00	0.031725001	-0.000000446
1994-05-11 00:00:00	0.031374998	-0.000000441
